
encoding train: 0it [00:00, ?it/s]Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
encoding train: 0it [00:03, ?it/s, docs=1, tokens=167]
encoding validation: 1it [00:00,  4.37it/s, docs=189, tokens=33415]
encoding validation: 1it [00:00,  4.37it/s, docs=190, tokens=34007]
encoding validation: 1it [00:00,  4.37it/s, docs=191, tokens=34463]
encoding validation: 1it [00:00,  4.37it/s, docs=192, tokens=34787]
encoding validation: 1it [00:00,  4.37it/s, docs=193, tokens=35065]
encoding validation: 1it [00:00,  4.37it/s, docs=194, tokens=35775]
encoding validation: 1it [00:00,  4.37it/s, docs=195, tokens=36206]
encoding validation: 1it [00:00,  4.37it/s, docs=196, tokens=36787]
encoding validation: 1it [00:00,  4.37it/s, docs=197, tokens=37136]
encoding validation: 1it [00:00,  4.37it/s, docs=198, tokens=37609]
encoding validation: 1it [00:00,  4.37it/s, docs=199, tokens=38240]
encoding validation: 1it [00:00,  4.37it/s, docs=200, tokens=39300]
encoding validation: 1it [00:00,  4.37it/s, docs=201, tokens=39583]
encoding validation: 1it [00:00,  4.37it/s, docs=202, tokens=40136]
encoding validation: 1it [00:00,  4.37it/s, docs=203, tokens=40545]
encoding validation: 1it [00:00,  4.37it/s, docs=204, tokens=40854]
encoding validation: 1it [00:00,  4.37it/s, docs=205, tokens=41486]
encoding validation: 1it [00:00,  4.37it/s, docs=206, tokens=41800]
encoding validation: 1it [00:00,  4.37it/s, docs=207, tokens=42340]
encoding validation: 1it [00:00,  4.37it/s, docs=208, tokens=42686]
encoding validation: 1it [00:00,  4.37it/s, docs=209, tokens=43406]
encoding validation: 1it [00:00,  4.37it/s, docs=210, tokens=43830]
encoding validation: 1it [00:00,  4.37it/s, docs=211, tokens=44111]
encoding validation: 1it [00:00,  4.37it/s, docs=212, tokens=44738]
encoding validation: 1it [00:00,  4.37it/s, docs=213, tokens=45052]
encoding validation: 1it [00:00,  4.37it/s, docs=214, tokens=45411]
encoding validation: 1it [00:00,  4.37it/s, docs=215, tokens=45756]
encoding validation: 1it [00:00,  4.37it/s, docs=216, tokens=46351]
encoding validation: 1it [00:00,  4.37it/s, docs=217, tokens=46757]
encoding validation: 1it [00:00,  4.37it/s, docs=218, tokens=47101]
encoding validation: 1it [00:00,  4.37it/s, docs=219, tokens=47473]
encoding validation: 1it [00:00,  4.37it/s, docs=220, tokens=47787]
encoding validation: 1it [00:00,  4.37it/s, docs=221, tokens=48087]
encoding validation: 1it [00:00,  4.37it/s, docs=222, tokens=48461]
encoding validation: 1it [00:00,  4.37it/s, docs=223, tokens=48808]
encoding validation: 1it [00:00,  4.37it/s, docs=224, tokens=49121]
encoding validation: 1it [00:00,  4.37it/s, docs=225, tokens=49444]
encoding validation: 1it [00:00,  4.37it/s, docs=226, tokens=49916]
encoding validation: 1it [00:00,  4.37it/s, docs=227, tokens=50371]
encoding validation: 1it [00:00,  4.37it/s, docs=228, tokens=50906]
encoding validation: 1it [00:00,  4.37it/s, docs=229, tokens=51377]
encoding validation: 1it [00:00,  4.37it/s, docs=230, tokens=51785]
encoding validation: 1it [00:00,  4.37it/s, docs=231, tokens=52192]
encoding validation: 1it [00:00,  4.37it/s, docs=232, tokens=52526]
encoding validation: 1it [00:00,  4.37it/s, docs=233, tokens=53060]
encoding validation: 1it [00:00,  4.37it/s, docs=234, tokens=53362]
encoding validation: 1it [00:00,  4.37it/s, docs=235, tokens=53658]
encoding validation: 1it [00:00,  4.37it/s, docs=236, tokens=53917]
encoding validation: 1it [00:00,  4.37it/s, docs=237, tokens=54155]
encoding validation: 1it [00:00,  4.37it/s, docs=238, tokens=54618]
encoding validation: 1it [00:00,  4.37it/s, docs=239, tokens=55559]
encoding validation: 1it [00:00,  4.37it/s, docs=240, tokens=55721]
encoding validation: 1it [00:00,  4.37it/s, docs=241, tokens=55902]
encoding validation: 1it [00:00,  4.37it/s, docs=242, tokens=56088]
encoding validation: 1it [00:00,  4.37it/s, docs=243, tokens=56328]
encoding validation: 1it [00:00,  4.37it/s, docs=244, tokens=56413]
encoding validation: 1it [00:00,  4.37it/s, docs=245, tokens=56568]
encoding validation: 1it [00:00,  4.37it/s, docs=246, tokens=56799]
encoding validation: 1it [00:00,  4.37it/s, docs=247, tokens=56940]
encoding validation: 1it [00:00,  4.37it/s, docs=248, tokens=57101]
encoding validation: 1it [00:00,  4.37it/s, docs=249, tokens=57287]
encoding validation: 1it [00:00,  4.37it/s, docs=250, tokens=57449]
encoding validation: 1it [00:00,  4.37it/s, docs=251, tokens=57592]
encoding validation: 1it [00:00,  4.37it/s, docs=252, tokens=57806]
encoding validation: 1it [00:00,  4.37it/s, docs=253, tokens=57964]
encoding validation: 1it [00:00,  4.37it/s, docs=254, tokens=58136]
encoding validation: 1it [00:00,  4.37it/s, docs=255, tokens=58383]
encoding validation: 1it [00:00,  4.37it/s, docs=256, tokens=58532]
encoding validation: 1it [00:00,  4.37it/s, docs=257, tokens=58715]
encoding validation: 1it [00:00,  4.37it/s, docs=258, tokens=58867]
encoding validation: 1it [00:00,  4.37it/s, docs=259, tokens=59045]
encoding validation: 1it [00:00,  4.37it/s, docs=260, tokens=59200]
encoding validation: 1it [00:00,  4.37it/s, docs=261, tokens=59396]
encoding validation: 1it [00:00,  4.37it/s, docs=262, tokens=59533]
encoding validation: 1it [00:00,  4.37it/s, docs=263, tokens=59730]
encoding validation: 1it [00:00,  4.37it/s, docs=264, tokens=59923]
encoding validation: 1it [00:00,  4.37it/s, docs=265, tokens=60128]
encoding validation: 1it [00:00,  4.37it/s, docs=266, tokens=60223]
encoding validation: 1it [00:00,  4.37it/s, docs=267, tokens=60461]
encoding validation: 1it [00:00,  4.37it/s, docs=268, tokens=60604]
encoding validation: 1it [00:00,  4.37it/s, docs=269, tokens=60802]
encoding validation: 1it [00:00,  4.37it/s, docs=270, tokens=60973]
encoding validation: 1it [00:00,  4.37it/s, docs=271, tokens=61164]
encoding validation: 1it [00:00,  4.37it/s, docs=272, tokens=61319]
encoding validation: 1it [00:00,  4.37it/s, docs=273, tokens=61457]
encoding validation: 1it [00:00,  4.37it/s, docs=274, tokens=61644]
encoding validation: 1it [00:00,  4.37it/s, docs=275, tokens=61807]
encoding validation: 1it [00:00,  4.37it/s, docs=276, tokens=62042]
encoding validation: 1it [00:00,  4.37it/s, docs=277, tokens=62200]
encoding validation: 1it [00:00,  4.37it/s, docs=278, tokens=62388]
encoding validation: 1it [00:00,  4.37it/s, docs=279, tokens=62454]
encoding validation: 1it [00:00,  4.37it/s, docs=280, tokens=62622]
encoding validation: 1it [00:00,  4.37it/s, docs=281, tokens=62760]
encoding validation: 1it [00:00,  4.37it/s, docs=282, tokens=62925]
encoding validation: 1it [00:00,  4.37it/s, docs=283, tokens=63038]
encoding validation: 1it [00:00,  4.37it/s, docs=284, tokens=63237]
encoding validation: 1it [00:00,  4.37it/s, docs=285, tokens=63456]
encoding validation: 1it [00:00,  4.37it/s, docs=286, tokens=63699]
encoding validation: 1it [00:00,  4.37it/s, docs=287, tokens=63975]
encoding validation: 1it [00:00,  4.37it/s, docs=288, tokens=64170]
encoding validation: 1it [00:00,  4.37it/s, docs=289, tokens=64271]
encoding validation: 1it [00:00,  4.37it/s, docs=290, tokens=64414]
encoding validation: 1it [00:00,  4.37it/s, docs=291, tokens=64600]
encoding validation: 1it [00:00,  4.37it/s, docs=292, tokens=64782]
encoding validation: 1it [00:00,  4.37it/s, docs=293, tokens=64953]
encoding validation: 1it [00:00,  4.37it/s, docs=294, tokens=65156]
encoding validation: 1it [00:00,  4.37it/s, docs=295, tokens=65329]
encoding validation: 1it [00:00,  4.37it/s, docs=296, tokens=65530]
encoding validation: 1it [00:00,  4.37it/s, docs=297, tokens=65699]
encoding validation: 1it [00:00,  4.37it/s, docs=298, tokens=65798]
encoding validation: 1it [00:00,  4.37it/s, docs=299, tokens=66010]
encoding validation: 1it [00:00,  4.37it/s, docs=300, tokens=66190]
encoding validation: 1it [00:00,  4.37it/s, docs=301, tokens=66379]
encoding validation: 1it [00:00,  4.37it/s, docs=302, tokens=66544]
encoding validation: 1it [00:00,  4.37it/s, docs=303, tokens=66754]
encoding validation: 1it [00:00,  4.37it/s, docs=304, tokens=66892]
encoding validation: 1it [00:00,  4.37it/s, docs=305, tokens=67091]
encoding validation: 1it [00:00,  4.37it/s, docs=306, tokens=67277]
encoding validation: 1it [00:00,  4.37it/s, docs=307, tokens=67432]
encoding validation: 1it [00:00,  4.37it/s, docs=308, tokens=67636]
encoding validation: 1it [00:00,  4.37it/s, docs=309, tokens=67817]
encoding validation: 1it [00:00,  4.37it/s, docs=310, tokens=68082]
encoding validation: 1it [00:00,  4.37it/s, docs=311, tokens=68335]
encoding validation: 1it [00:00,  4.37it/s, docs=312, tokens=68532]
encoding validation: 1it [00:00,  4.37it/s, docs=313, tokens=68670]
encoding validation: 1it [00:00,  4.37it/s, docs=314, tokens=68862]
encoding validation: 1it [00:00,  4.37it/s, docs=315, tokens=69034]
encoding validation: 1it [00:00,  4.37it/s, docs=316, tokens=69177]
encoding validation: 1it [00:00,  4.37it/s, docs=317, tokens=69399]
encoding validation: 1it [00:00,  4.37it/s, docs=318, tokens=69561]
encoding validation: 1it [00:00,  4.37it/s, docs=319, tokens=69713]
encoding validation: 1it [00:00,  4.37it/s, docs=320, tokens=69940]
encoding validation: 1it [00:00,  4.37it/s, docs=321, tokens=7e+4] 
encoding validation: 1it [00:00,  4.37it/s, docs=322, tokens=70211]
encoding validation: 1it [00:00,  4.37it/s, docs=323, tokens=70380]
encoding validation: 1it [00:00,  4.37it/s, docs=324, tokens=70572]
encoding validation: 1it [00:00,  4.37it/s, docs=325, tokens=70867]
encoding validation: 1it [00:00,  4.37it/s, docs=326, tokens=71048]
encoding validation: 1it [00:00,  4.37it/s, docs=327, tokens=71245]
encoding validation: 1it [00:00,  4.37it/s, docs=328, tokens=71482]
encoding validation: 1it [00:00,  4.37it/s, docs=329, tokens=71660]
encoding validation: 1it [00:00,  4.37it/s, docs=330, tokens=71831]
encoding validation: 1it [00:00,  4.37it/s, docs=331, tokens=72035]
encoding validation: 1it [00:00,  4.37it/s, docs=332, tokens=72178]
encoding validation: 1it [00:00,  4.37it/s, docs=333, tokens=72374]
encoding validation: 1it [00:00,  4.37it/s, docs=334, tokens=72610]
encoding validation: 1it [00:00,  4.37it/s, docs=335, tokens=72797]
encoding validation: 1it [00:00,  4.37it/s, docs=336, tokens=72902]
encoding validation: 1it [00:00,  4.37it/s, docs=337, tokens=73124]
encoding validation: 1it [00:00,  4.37it/s, docs=338, tokens=73303]
encoding validation: 1it [00:00,  4.37it/s, docs=339, tokens=73470]
encoding validation: 1it [00:00,  4.37it/s, docs=340, tokens=73676]
encoding validation: 1it [00:00,  4.37it/s, docs=341, tokens=73858]
encoding validation: 1it [00:00,  4.37it/s, docs=342, tokens=74078]
encoding validation: 1it [00:00,  4.37it/s, docs=343, tokens=74312]
encoding validation: 343it [00:00, 1315.81it/s, docs=343, tokens=74312]
encoding validation: 343it [00:00, 1315.81it/s, docs=344, tokens=74483]
encoding validation: 343it [00:00, 1315.81it/s, docs=345, tokens=74657]
encoding validation: 343it [00:00, 1315.81it/s, docs=346, tokens=74823]
encoding validation: 343it [00:00, 1315.81it/s, docs=347, tokens=75003]
encoding validation: 343it [00:00, 1315.81it/s, docs=348, tokens=75191]
encoding validation: 343it [00:00, 1315.81it/s, docs=349, tokens=75337]
encoding validation: 343it [00:00, 1315.81it/s, docs=350, tokens=75479]
encoding validation: 343it [00:00, 1315.81it/s, docs=351, tokens=75635]
encoding validation: 343it [00:00, 1315.81it/s, docs=352, tokens=75839]
encoding validation: 343it [00:00, 1315.81it/s, docs=353, tokens=75996]
encoding validation: 343it [00:00, 1315.81it/s, docs=354, tokens=76140]
encoding validation: 343it [00:00, 1315.81it/s, docs=355, tokens=76375]
encoding validation: 343it [00:00, 1315.81it/s, docs=356, tokens=76515]
encoding validation: 343it [00:00, 1315.81it/s, docs=357, tokens=76643]
encoding validation: 343it [00:00, 1315.81it/s, docs=358, tokens=76808]
encoding validation: 343it [00:00, 1315.81it/s, docs=359, tokens=76969]
encoding validation: 343it [00:00, 1315.81it/s, docs=360, tokens=77131]
encoding validation: 343it [00:00, 1315.81it/s, docs=361, tokens=77315]
encoding validation: 343it [00:00, 1315.81it/s, docs=362, tokens=77505]
encoding validation: 343it [00:00, 1315.81it/s, docs=363, tokens=77605]
encoding validation: 343it [00:00, 1315.81it/s, docs=364, tokens=77762]
encoding validation: 343it [00:00, 1315.81it/s, docs=365, tokens=77930]
encoding validation: 343it [00:00, 1315.81it/s, docs=366, tokens=78128]
encoding validation: 343it [00:00, 1315.81it/s, docs=367, tokens=78303]
encoding validation: 343it [00:00, 1315.81it/s, docs=368, tokens=78414]
encoding validation: 343it [00:00, 1315.81it/s, docs=369, tokens=78567]
encoding validation: 343it [00:00, 1315.81it/s, docs=370, tokens=78742]
encoding validation: 343it [00:00, 1315.81it/s, docs=371, tokens=78948]
encoding validation: 343it [00:00, 1315.81it/s, docs=372, tokens=79135]
encoding validation: 343it [00:00, 1315.81it/s, docs=373, tokens=79351]
encoding validation: 343it [00:00, 1315.81it/s, docs=374, tokens=79505]
encoding validation: 343it [00:00, 1315.81it/s, docs=375, tokens=79699]
encoding validation: 343it [00:00, 1315.81it/s, docs=376, tokens=79828]
encoding validation: 343it [00:00, 1315.81it/s, docs=377, tokens=8e+4] 
encoding validation: 343it [00:00, 1315.81it/s, docs=378, tokens=80191]
encoding validation: 343it [00:00, 1315.81it/s, docs=379, tokens=80384]
encoding validation: 343it [00:00, 1315.81it/s, docs=380, tokens=80638]
encoding validation: 343it [00:00, 1315.81it/s, docs=381, tokens=80799]
encoding validation: 343it [00:00, 1315.81it/s, docs=382, tokens=80986]
encoding validation: 343it [00:00, 1315.81it/s, docs=383, tokens=81163]
encoding validation: 343it [00:00, 1315.81it/s, docs=384, tokens=81307]
encoding validation: 343it [00:00, 1315.81it/s, docs=385, tokens=81503]
encoding validation: 343it [00:00, 1315.81it/s, docs=386, tokens=81644]
encoding validation: 343it [00:00, 1315.81it/s, docs=387, tokens=81845]
encoding validation: 343it [00:00, 1315.81it/s, docs=388, tokens=82073]
encoding validation: 343it [00:00, 1315.81it/s, docs=389, tokens=82264]
encoding validation: 343it [00:00, 1315.81it/s, docs=390, tokens=82403]
encoding validation: 343it [00:00, 1315.81it/s, docs=391, tokens=82584]
encoding validation: 343it [00:00, 1315.81it/s, docs=392, tokens=82805]
encoding validation: 343it [00:00, 1315.81it/s, docs=393, tokens=83026]
encoding validation: 343it [00:00, 1315.81it/s, docs=394, tokens=83239]
encoding validation: 343it [00:00, 1315.81it/s, docs=395, tokens=83423]
encoding validation: 343it [00:00, 1315.81it/s, docs=396, tokens=83658]
encoding validation: 343it [00:00, 1315.81it/s, docs=397, tokens=83871]
encoding validation: 343it [00:00, 1315.81it/s, docs=398, tokens=84087]
encoding validation: 343it [00:00, 1315.81it/s, docs=399, tokens=84300]
encoding validation: 343it [00:00, 1315.81it/s, docs=400, tokens=84480]
encoding validation: 343it [00:00, 1315.81it/s, docs=401, tokens=84721]
encoding validation: 343it [00:00, 1315.81it/s, docs=402, tokens=84974]
encoding validation: 343it [00:00, 1315.81it/s, docs=403, tokens=85123]
encoding validation: 343it [00:00, 1315.81it/s, docs=404, tokens=85291]
encoding validation: 343it [00:00, 1315.81it/s, docs=405, tokens=85475]
encoding validation: 343it [00:00, 1315.81it/s, docs=406, tokens=85621]
encoding validation: 343it [00:00, 1315.81it/s, docs=407, tokens=85886]
encoding validation: 343it [00:00, 1315.81it/s, docs=408, tokens=86028]
encoding validation: 343it [00:00, 1315.81it/s, docs=409, tokens=86154]
encoding validation: 343it [00:00, 1315.81it/s, docs=410, tokens=86304]
encoding validation: 343it [00:00, 1315.81it/s, docs=411, tokens=86426]
encoding validation: 343it [00:00, 1315.81it/s, docs=412, tokens=86596]
encoding validation: 343it [00:00, 1315.81it/s, docs=413, tokens=86764]
encoding validation: 343it [00:00, 1315.81it/s, docs=414, tokens=86954]
encoding validation: 343it [00:00, 1315.81it/s, docs=415, tokens=87163]
encoding validation: 343it [00:00, 1315.81it/s, docs=416, tokens=87370]
encoding validation: 343it [00:00, 1315.81it/s, docs=417, tokens=87592]
encoding validation: 343it [00:00, 1315.81it/s, docs=418, tokens=87803]
encoding validation: 343it [00:00, 1315.81it/s, docs=419, tokens=88005]
encoding validation: 343it [00:00, 1315.81it/s, docs=420, tokens=88114]
encoding validation: 343it [00:00, 1315.81it/s, docs=421, tokens=88340]
encoding validation: 343it [00:00, 1315.81it/s, docs=422, tokens=88534]
encoding validation: 343it [00:00, 1315.81it/s, docs=423, tokens=88778]
encoding validation: 343it [00:00, 1315.81it/s, docs=424, tokens=88925]
encoding validation: 343it [00:00, 1315.81it/s, docs=425, tokens=89085]
encoding validation: 343it [00:00, 1315.81it/s, docs=426, tokens=89265]
encoding validation: 343it [00:00, 1315.81it/s, docs=427, tokens=89426]
encoding validation: 343it [00:00, 1315.81it/s, docs=428, tokens=89610]
encoding validation: 343it [00:00, 1315.81it/s, docs=429, tokens=89696]
encoding validation: 343it [00:00, 1315.81it/s, docs=430, tokens=89868]
encoding validation: 343it [00:00, 1315.81it/s, docs=431, tokens=9e+4] 
encoding validation: 343it [00:00, 1315.81it/s, docs=432, tokens=90259]
encoding validation: 343it [00:00, 1315.81it/s, docs=433, tokens=90432]
encoding validation: 343it [00:00, 1315.81it/s, docs=434, tokens=90631]
encoding validation: 343it [00:00, 1315.81it/s, docs=435, tokens=90809]
encoding validation: 343it [00:00, 1315.81it/s, docs=436, tokens=90945]
encoding validation: 343it [00:00, 1315.81it/s, docs=437, tokens=91112]
encoding validation: 343it [00:00, 1315.81it/s, docs=438, tokens=91257]
encoding validation: 343it [00:00, 1315.81it/s, docs=439, tokens=91374]
encoding validation: 343it [00:00, 1315.81it/s, docs=440, tokens=91534]
encoding validation: 343it [00:00, 1315.81it/s, docs=441, tokens=91728]
encoding validation: 343it [00:00, 1315.81it/s, docs=442, tokens=91895]
encoding validation: 343it [00:00, 1315.81it/s, docs=443, tokens=92122]
encoding validation: 343it [00:00, 1315.81it/s, docs=444, tokens=92366]
encoding validation: 343it [00:00, 1315.81it/s, docs=445, tokens=92594]
encoding validation: 343it [00:00, 1315.81it/s, docs=446, tokens=92796]
encoding validation: 343it [00:00, 1315.81it/s, docs=447, tokens=92971]
encoding validation: 343it [00:00, 1315.81it/s, docs=448, tokens=93263]
encoding validation: 343it [00:00, 1315.81it/s, docs=449, tokens=93401]
encoding validation: 343it [00:00, 1315.81it/s, docs=450, tokens=93566]
encoding validation: 343it [00:00, 1315.81it/s, docs=451, tokens=93819]
encoding validation: 343it [00:00, 1315.81it/s, docs=452, tokens=94071]
encoding validation: 343it [00:00, 1315.81it/s, docs=453, tokens=94197]
encoding validation: 343it [00:00, 1315.81it/s, docs=454, tokens=94454]
encoding validation: 343it [00:00, 1315.81it/s, docs=455, tokens=94676]
encoding validation: 343it [00:00, 1315.81it/s, docs=456, tokens=94899]
encoding validation: 343it [00:00, 1315.81it/s, docs=457, tokens=95120]
encoding validation: 343it [00:00, 1315.81it/s, docs=458, tokens=95341]
encoding validation: 343it [00:00, 1315.81it/s, docs=459, tokens=95497]
encoding validation: 343it [00:00, 1315.81it/s, docs=460, tokens=95674]
encoding validation: 343it [00:00, 1315.81it/s, docs=461, tokens=95830]
encoding validation: 343it [00:00, 1315.81it/s, docs=462, tokens=95987]
encoding validation: 343it [00:00, 1315.81it/s, docs=463, tokens=96146]
encoding validation: 343it [00:00, 1315.81it/s, docs=464, tokens=96309]
encoding validation: 343it [00:00, 1315.81it/s, docs=465, tokens=96562]
encoding validation: 343it [00:00, 1315.81it/s, docs=466, tokens=96682]
encoding validation: 343it [00:00, 1315.81it/s, docs=467, tokens=96858]
encoding validation: 343it [00:00, 1315.81it/s, docs=468, tokens=97038]
encoding validation: 343it [00:00, 1315.81it/s, docs=469, tokens=97258]
encoding validation: 343it [00:00, 1315.81it/s, docs=470, tokens=97486]
encoding validation: 343it [00:00, 1315.81it/s, docs=471, tokens=97599]
encoding validation: 343it [00:00, 1315.81it/s, docs=472, tokens=97913]
encoding validation: 343it [00:00, 1315.81it/s, docs=473, tokens=98153]
encoding validation: 343it [00:00, 1315.81it/s, docs=474, tokens=98398]
encoding validation: 343it [00:00, 1315.81it/s, docs=475, tokens=98659]
encoding validation: 343it [00:00, 1315.81it/s, docs=476, tokens=98822]
encoding validation: 343it [00:00, 1315.81it/s, docs=477, tokens=99006]
encoding validation: 343it [00:00, 1315.81it/s, docs=478, tokens=99210]
encoding validation: 343it [00:00, 1315.81it/s, docs=479, tokens=99378]
encoding validation: 343it [00:00, 1315.81it/s, docs=480, tokens=99574]
encoding validation: 343it [00:00, 1315.81it/s, docs=481, tokens=99723]
encoding validation: 343it [00:00, 1315.81it/s, docs=482, tokens=99933]
encoding validation: 343it [00:00, 1315.81it/s, docs=483, tokens=1e+5] 
encoding validation: 343it [00:00, 1315.81it/s, docs=484, tokens=1e+5]
encoding validation: 343it [00:00, 1315.81it/s, docs=485, tokens=100524]
encoding validation: 343it [00:00, 1315.81it/s, docs=486, tokens=100729]
encoding validation: 343it [00:00, 1315.81it/s, docs=487, tokens=100844]
encoding validation: 343it [00:00, 1315.81it/s, docs=488, tokens=101028]
encoding validation: 343it [00:00, 1315.81it/s, docs=489, tokens=101199]
encoding validation: 343it [00:00, 1315.81it/s, docs=490, tokens=101366]
encoding validation: 343it [00:00, 1315.81it/s, docs=491, tokens=101603]
encoding validation: 343it [00:00, 1315.81it/s, docs=492, tokens=101775]
encoding validation: 343it [00:00, 1315.81it/s, docs=493, tokens=101959]
encoding validation: 343it [00:00, 1315.81it/s, docs=494, tokens=102118]
encoding validation: 343it [00:00, 1315.81it/s, docs=495, tokens=102327]
encoding validation: 343it [00:00, 1315.81it/s, docs=496, tokens=102494]
encoding validation: 343it [00:00, 1315.81it/s, docs=497, tokens=102661]
encoding validation: 343it [00:00, 1315.81it/s, docs=498, tokens=102864]
encoding validation: 343it [00:00, 1315.81it/s, docs=499, tokens=103069]
encoding validation: 343it [00:00, 1315.81it/s, docs=500, tokens=103240]
encoding validation: 343it [00:00, 1315.81it/s, docs=501, tokens=103510]
encoding validation: 343it [00:00, 1315.81it/s, docs=502, tokens=103682]
encoding validation: 343it [00:00, 1315.81it/s, docs=503, tokens=103873]
encoding validation: 343it [00:00, 1315.81it/s, docs=504, tokens=104085]
encoding validation: 343it [00:00, 1315.81it/s, docs=505, tokens=104279]
encoding validation: 343it [00:00, 1315.81it/s, docs=506, tokens=104475]
encoding validation: 343it [00:00, 1315.81it/s, docs=507, tokens=104658]
encoding validation: 343it [00:00, 1315.81it/s, docs=508, tokens=104841]
encoding validation: 343it [00:00, 1315.81it/s, docs=509, tokens=105034]
encoding validation: 343it [00:00, 1315.81it/s, docs=510, tokens=105253]
encoding validation: 343it [00:00, 1315.81it/s, docs=511, tokens=105516]
encoding validation: 343it [00:00, 1315.81it/s, docs=512, tokens=105673]
encoding validation: 343it [00:00, 1315.81it/s, docs=513, tokens=105901]
encoding validation: 343it [00:00, 1315.81it/s, docs=514, tokens=106094]
encoding validation: 343it [00:00, 1315.81it/s, docs=515, tokens=106273]
encoding validation: 343it [00:00, 1315.81it/s, docs=516, tokens=106478]
encoding validation: 343it [00:00, 1315.81it/s, docs=517, tokens=106748]
encoding validation: 343it [00:00, 1315.81it/s, docs=518, tokens=106951]
encoding validation: 343it [00:00, 1315.81it/s, docs=519, tokens=107211]
encoding validation: 343it [00:00, 1315.81it/s, docs=520, tokens=107359]
encoding validation: 343it [00:00, 1315.81it/s, docs=521, tokens=107579]
encoding validation: 343it [00:00, 1315.81it/s, docs=522, tokens=107807]
encoding validation: 343it [00:00, 1315.81it/s, docs=523, tokens=108020]
encoding validation: 343it [00:00, 1315.81it/s, docs=524, tokens=108195]
encoding validation: 343it [00:00, 1315.81it/s, docs=525, tokens=108311]
encoding validation: 343it [00:00, 1315.81it/s, docs=526, tokens=108570]
encoding validation: 343it [00:00, 1315.81it/s, docs=527, tokens=108723]
encoding validation: 343it [00:00, 1315.81it/s, docs=528, tokens=108932]
encoding validation: 343it [00:00, 1315.81it/s, docs=529, tokens=109096]
encoding validation: 343it [00:00, 1315.81it/s, docs=530, tokens=109285]
encoding validation: 343it [00:00, 1315.81it/s, docs=531, tokens=109525]
encoding validation: 343it [00:00, 1315.81it/s, docs=532, tokens=109777]
encoding validation: 343it [00:00, 1315.81it/s, docs=533, tokens=110049]
encoding validation: 343it [00:00, 1315.81it/s, docs=534, tokens=110238]
encoding validation: 343it [00:00, 1315.81it/s, docs=535, tokens=110414]
encoding validation: 343it [00:00, 1315.81it/s, docs=536, tokens=110632]
encoding validation: 343it [00:00, 1315.81it/s, docs=537, tokens=110768]
encoding validation: 343it [00:00, 1315.81it/s, docs=538, tokens=110908]
encoding validation: 343it [00:00, 1315.81it/s, docs=539, tokens=111112]
encoding validation: 343it [00:00, 1315.81it/s, docs=540, tokens=111361]
encoding validation: 343it [00:00, 1315.81it/s, docs=541, tokens=111626]
encoding validation: 343it [00:00, 1315.81it/s, docs=542, tokens=111772]
encoding validation: 343it [00:00, 1315.81it/s, docs=543, tokens=112038]
encoding validation: 343it [00:00, 1315.81it/s, docs=544, tokens=112248]
encoding validation: 343it [00:00, 1315.81it/s, docs=545, tokens=112428]
encoding validation: 343it [00:00, 1315.81it/s, docs=546, tokens=112712]
encoding validation: 343it [00:00, 1315.81it/s, docs=547, tokens=112872]
encoding validation: 343it [00:00, 1315.81it/s, docs=548, tokens=113151]
encoding validation: 343it [00:00, 1315.81it/s, docs=549, tokens=113357]
encoding validation: 343it [00:00, 1315.81it/s, docs=550, tokens=113537]
encoding validation: 343it [00:00, 1315.81it/s, docs=551, tokens=113731]
encoding validation: 343it [00:00, 1315.81it/s, docs=552, tokens=113895]
encoding validation: 343it [00:00, 1315.81it/s, docs=553, tokens=114131]
encoding validation: 343it [00:00, 1315.81it/s, docs=554, tokens=114455]
encoding validation: 343it [00:00, 1315.81it/s, docs=555, tokens=114715]
encoding validation: 343it [00:00, 1315.81it/s, docs=556, tokens=114903]
encoding validation: 343it [00:00, 1315.81it/s, docs=557, tokens=115196]
encoding validation: 343it [00:00, 1315.81it/s, docs=558, tokens=115387]
encoding validation: 343it [00:00, 1315.81it/s, docs=559, tokens=115535]
encoding validation: 343it [00:00, 1315.81it/s, docs=560, tokens=115787]
encoding validation: 343it [00:00, 1315.81it/s, docs=561, tokens=115952]
encoding validation: 343it [00:00, 1315.81it/s, docs=562, tokens=116174]
encoding validation: 343it [00:00, 1315.81it/s, docs=563, tokens=116337]
encoding validation: 343it [00:00, 1315.81it/s, docs=564, tokens=116491]
encoding validation: 343it [00:00, 1315.81it/s, docs=565, tokens=116695]
encoding validation: 343it [00:00, 1315.81it/s, docs=566, tokens=116892]
encoding validation: 343it [00:00, 1315.81it/s, docs=567, tokens=117167]
encoding validation: 343it [00:00, 1315.81it/s, docs=568, tokens=117381]
encoding validation: 343it [00:00, 1315.81it/s, docs=569, tokens=117570]
encoding validation: 343it [00:00, 1315.81it/s, docs=570, tokens=117823]
encoding validation: 343it [00:00, 1315.81it/s, docs=571, tokens=118014]
encoding validation: 343it [00:00, 1315.81it/s, docs=572, tokens=118207]
encoding validation: 343it [00:00, 1315.81it/s, docs=573, tokens=118420]
encoding validation: 343it [00:00, 1315.81it/s, docs=574, tokens=118666]
encoding validation: 343it [00:00, 1315.81it/s, docs=575, tokens=118820]
encoding validation: 343it [00:00, 1315.81it/s, docs=576, tokens=118949]
